	kingdom	phylum	class	order	family	genus	species	Confidence
Zotu216	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.998412972
Zotu217	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.836122405
Zotu218	Fungi							1
Zotu219	Fungi	_Basidiomycota	_Agaricomycetes	_Russulales	_Russulaceae	_Russula	_Russula_aurea	0.997896631
Zotu220	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Coniochaeta	_Coniochaeta_mutabilis	0.998638672
Zotu221	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Hygrophoraceae	_Hygrocybe	_Hygrocybe_conica	0.997130789
Zotu222	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_unidentified	_unidentified	0.896631294
Zotu223	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.869253402
Zotu224	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.998876312
Zotu225	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae	_Ceratobasidium		0.744744712
Zotu226	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_unidentified	_unidentified	0.977757154
Zotu227	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_unidentified	0.8666989
Zotu228	Fungi							1
Zotu229	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.877486416
Zotu230	Fungi	_Basidiomycota	_Tremellomycetes	_Filobasidiales	_Piskurozymaceae	_Solicoccozyma	_unidentified	0.742186736
Zotu231	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.983847216
Zotu232	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe	_Inocybe_lanatodisca	0.999646485
Zotu233	Fungi	_Basidiomycota	_Agaricomycetes	_Corticiales	_Corticiaceae	_unidentified	_unidentified	0.906015134
Zotu234	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Chaetomiaceae	_unidentified	_unidentified	0.841724869
Zotu235	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.918332882
Zotu236	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_Penicillium_guaibinense	0.803964507
Zotu237	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales				0.825871041
Zotu238	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Melanommataceae	_Alpinaria	_unidentified	0.772354864
Zotu239	Fungi							1
Zotu240	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.921072239
Zotu241	Fungi	_Ascomycota						0.758575977
Zotu242	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Sordariales_fam_Incertae_sedis	_Staphylotrichum	_Staphylotrichum_coccosporum	0.999997097
Zotu243	Fungi	_Basidiomycota	_Agaricomycetes	_Atheliales	_Atheliaceae	_Amphinema	_unidentified	0.987174628
Zotu244	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.999401351
Zotu245	Fungi	_Ascomycota						0.842327167
Zotu246	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales				0.700074539
Zotu247	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.999862476
Zotu248	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Paraphoma	_Paraphoma_chrysanthemicola	0.990405402
Zotu249	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.999999377
Zotu250	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_Cladophialophora_chaetospira	0.74525882
Zotu251	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymellaceae	_unidentified	_unidentified	0.793234343
Zotu252	Fungi	_Ascomycota	_Sordariomycetes					0.75551254
Zotu253	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe	_unidentified	0.985441527
Zotu254	Fungi							1
Zotu255	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Chaetosphaeronema	_unidentified	0.999999809
Zotu256	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_Pulvinula	_unidentified	0.8532889
Zotu257	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_Sebacina	_unidentified	0.989101571
Zotu258	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.990761948
Zotu259	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.998817048
Zotu260	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_Tomentella		0.821255648
Zotu261	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella		0.998568555
Zotu262	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Leptosphaeriaceae	_Leptosphaeria	_unidentified	0.990024287
Zotu263	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Hymenogastraceae	_Hymenogaster	_Hymenogaster_intermedius	0.979848421
Zotu264	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae	_Fusarium		0.762673512
Zotu265	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_unidentified	_unidentified	0.728930371
Zotu266	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_Sebacina	_unidentified	0.984764278
Zotu267	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Ophiocordycipitaceae	_Tolypocladium	_unidentified	0.835139627
Zotu268	Fungi	_Basidiomycota	_Agaricomycetes	_Russulales	_Russulaceae	_Russula	_Russula_persicina	0.824751797
Zotu269	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.762821205
Zotu270	Fungi							1
Zotu271	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Chaetomiaceae	_Zopfiella	_Zopfiella_erostrata	0.998093213
Zotu272	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Chaetomiaceae	_Chaetomium	_unidentified	0.932152477
Zotu273	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.785505851
Zotu274	Fungi	_Ascomycota						0.70675237
Zotu275	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_unidentified	_unidentified	0.981698243
Zotu276	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pezizaceae	_unidentified	_unidentified	0.75953413
Zotu277	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae			0.99998501
Zotu278	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia		0.901247885
Zotu279	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae			0.999458181
Zotu280	Fungi	_Basidiomycota	_Agaricomycetes	_Trechisporales	_unidentified	_unidentified	_unidentified	0.959876652
Zotu281	Fungi							1
Zotu282	Fungi	_Basidiomycota	_Agaricomycetes	_unidentified	_unidentified	_unidentified	_unidentified	0.76663933
Zotu283	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales				0.999374114
Zotu284	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.99935068
Zotu285	Fungi							1
Zotu286	Fungi							1
Zotu287	Fungi	_Ascomycota	_Eurotiomycetes	_Verrucariales	_Verrucariaceae	_Endocarpon	_Endocarpon_pusillum	0.999994963
Zotu288	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Hygrophoraceae	_Hygrocybe	_Hygrocybe_conica	0.993286608
Zotu289	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Cortinariaceae	_Cortinarius	_Cortinarius_diasemospermus	0.859916237
Zotu290	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiales_fam_Incertae_sedis	_Leohumicola	_unidentified	0.999156419
Zotu291	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymellaceae	_unidentified	_unidentified	0.99173755
Zotu292	Fungi	_Ascomycota						0.812263872
Zotu293	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Trichocomaceae	_Talaromyces	_Talaromyces_verruculosus	0.761888661
Zotu294	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.93704753
Zotu295	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_alpina	0.988921506
Zotu296	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Entolomataceae	_Entoloma		0.99887647
Zotu297	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia	_Knufia_karalitana	0.818430658
Zotu298	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_Tomentella	_Tomentella_pilosa	0.98884869
Zotu299	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.964988417
Zotu300	Fungi	_Ascomycota	_Dothideomycetes	_Capnodiales				0.870268124
Zotu301	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae	_Paraphaeosphaeria	_unidentified	0.99785755
Zotu302	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Chaetomiaceae			0.999858157
Zotu303	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Pleosporales_fam_Incertae_sedis	_Thyrostroma	_unidentified	0.793175144
Zotu304	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymellaceae	_unidentified	_unidentified	0.95630061
Zotu305	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Lophiotremataceae	_Atrocalyx	_Atrocalyx_bambusae	0.989798923
Zotu306	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_unidentified	_unidentified	0.783942561
Zotu307	Fungi							1
Zotu308	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_Tricharina	_Tricharina_ochroleuca	0.815075306
Zotu309	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_unidentified	_unidentified	_unidentified	0.972003056
Zotu310	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_parvispora	0.745767934
Zotu311	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.999890976
Zotu312	Fungi	_Ascomycota	_Dothideomycetes	_Dothideales	_Aureobasidiaceae	_Kabatiella	_unidentified	0.973846321
Zotu313	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymellaceae			0.99995726
Zotu314	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.960683257
Zotu315	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Serendipitaceae	_Serendipita	_unidentified	0.995101224
Zotu316	Fungi	_Basidiomycota	_Agaricomycetes	_Russulales	_Russulaceae			0.99998541
Zotu317	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Chaetomiaceae	_Chaetomium	_unidentified	0.98657513
Zotu318	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_alpina	0.705862067
Zotu319	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora		0.977404217
Zotu320	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_unidentified	_unidentified	_unidentified	0.760849482
Zotu321	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.981309784
Zotu322	Fungi	_Ascomycota						0.77869997
Zotu323	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Sordariales_fam_Incertae_sedis	_Staphylotrichum	_Staphylotrichum_boninense	0.784322512
Zotu324	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Chaetomiaceae	_Zopfiella	_Zopfiella_erostrata	0.999885107
Zotu325	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_Smardaea	_unidentified	0.999170744
Zotu326	Fungi							1
Zotu327	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Pleosporaceae	_Alternaria		0.999999825
Zotu328	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.984531669
Zotu329	Fungi							1
Zotu330	Fungi	_Basidiomycota	_Agaricomycetes					0.809088397
Zotu331	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.999999222
Zotu332	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Myxotrichaceae	_Oidiodendron		0.999936671
Zotu333	Fungi							1
Zotu334	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Clavariaceae	_Clavaria	_Clavaria_fragilis	0.834991803
Zotu335	Fungi	_Ascomycota	_Sordariomycetes					0.738768623
Zotu336	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.998925696
Zotu337	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.854658426
Zotu338	Fungi	_Ascomycota	_Lecanoromycetes	_Lecanorales	_Stereocaulaceae	_Stereocaulon		0.999200792
Zotu339	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.712917712
Zotu340	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Tetracladium	_unidentified	0.89272698
Zotu341	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.80739207
Zotu342	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae			0.752717257
Zotu343	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_hyalina	0.967670434
Zotu344	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae			0.984377278
Zotu345	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Marasmiaceae	_unidentified	_unidentified	0.713282574
Zotu346	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.999855512
Zotu347	Fungi							1
Zotu348	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia	_Knufia_peltigerae	0.993401909
Zotu349	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiaceae	_Crocicreas	_unidentified	0.842829312
Zotu350	Fungi							1
Zotu351	Fungi	_Basidiomycota	_Agaricomycetes					0.763313943
Zotu352	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe	_Inocybe_rufoalba	0.998756351
Zotu353	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Trichocomaceae	_Talaromyces	_Talaromyces_verruculosus	0.759055223
Zotu354	Fungi							1
Zotu355	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Didymosphaeriaceae	_Pseudopithomyces	_Pseudopithomyces_chartarum	0.999997397
Zotu356	Fungi	_Ascomycota						0.763250842
Zotu357	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae	_Fusarium	_unidentified	0.774253181
Zotu358	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Cladophialophora	_unidentified	0.982100282
Zotu359	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Marasmiaceae	_unidentified	_unidentified	0.808191005
Zotu360	Fungi							1
Zotu361	Fungi	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	_unidentified	0.776557129
Zotu362	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales				0.994531193
Zotu363	Fungi	_Ascomycota						0.749507032
Zotu364	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Nectriaceae	_Fusicolla	_Fusicolla_acetilerea	0.999810472
Zotu365	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales	_Lasiosphaeriaceae	_Cercophora	_Cercophora_mirabilis	0.9999739
Zotu366	Fungi	_Basidiomycota	_Agaricomycetes	_Boletales	_Boletaceae	_unidentified	_unidentified	0.853914117
Zotu367	Fungi							1
Zotu368	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Paraphoma	_Paraphoma_chrysanthemicola	0.991378266
Zotu369	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Herpotrichiellaceae	_Exophiala	_Exophiala_radicis	0.999376661
Zotu370	Fungi	_Basidiomycota	_Geminibasidiomycetes	_Geminibasidiales	_Geminibasidiaceae	_Geminibasidium	_unidentified	0.999749649
Zotu371	Fungi	_Ascomycota						0.839167335
Zotu372	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_unidentified	_unidentified	_unidentified	0.705096585
Zotu373	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.892624058
Zotu374	Fungi	_Ascomycota	_Sordariomycetes	_Xylariales				0.999996975
Zotu375	Fungi	_Ascomycota						0.795517728
Zotu376	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.980732835
Zotu377	Fungi	_Ascomycota						0.720837559
Zotu378	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae			0.783577686
Zotu379	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.999997993
Zotu380	Fungi							1
Zotu381	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_unidentified	0.864626611
Zotu382	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.994760991
Zotu383	Fungi	_Ascomycota						0.766976171
Zotu384	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_elongata	0.997466307
Zotu385	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.999998798
Zotu386	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe		0.997694045
Zotu387	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Helotiales_fam_Incertae_sedis	_Leohumicola	_unidentified	0.946814514
Zotu388	Fungi	_Ascomycota	_Sordariomycetes	_Sordariales				0.955419797
Zotu389	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.87878022
Zotu390	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_Penicillium_virgatum	0.99787406
Zotu391	Fungi	_Basidiomycota	_Agaricomycetes	_Auriculariales				0.774925926
Zotu392	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_unidentified	_unidentified	_unidentified	0.758890448
Zotu393	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae	_Hyaloscypha	_Hyaloscypha_bicolor	0.917555964
Zotu394	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.999952466
Zotu395	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia		0.968550364
Zotu396	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Coniochaeta	_unidentified	0.883648025
Zotu397	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_Sebacina	_unidentified	0.996864078
Zotu398	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales				0.95829266
Zotu399	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Sporormiaceae	_Preussia	_Preussia_terricola	0.990677904
Zotu400	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Ceratobasidiaceae			0.996630323
Zotu401	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Hypocreales_fam_Incertae_sedis	_Acremonium	_Acremonium_polychromum	0.81995756
Zotu402	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales				0.979678536
Zotu403	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_alpina	0.994578403
Zotu404	Fungi	_Basidiomycota	_Agaricomycetes	_Trechisporales	_Hydnodontaceae	_Subulicystidium	_Subulicystidium_perlongisporum	0.990121069
Zotu405	Fungi	_Glomeromycota						0.996468777
Zotu406	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_unidentified	_unidentified	0.733879271
Zotu407	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Clavulinaceae	_unidentified	_unidentified	0.864724166
Zotu408	Fungi	_Ascomycota	_Pezizomycetes	_Pezizales	_Pyronemataceae	_Wilcoxina	_Wilcoxina_rehmii	1
Zotu409	Fungi	_Ascomycota	_Sordariomycetes	_Coniochaetales	_Coniochaetaceae	_Lecythophora	_unidentified	0.999984973
Zotu410	Fungi	_Ascomycota						0.818146749
Zotu411	Fungi	_Ascomycota	_Sordariomycetes	_Hypocreales	_Bionectriaceae	_Clonostachys	_unidentified	0.995643274
Zotu412	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe	_Inocybe_proximella	0.967156185
Zotu413	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_Sebacina	_unidentified	0.999067073
Zotu414	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.98509441
Zotu415	Fungi	_Ascomycota	_Eurotiomycetes	_Eurotiales	_Aspergillaceae	_Penicillium	_Penicillium_senticosum	0.997642329
Zotu416	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe	_unidentified	0.936885353
Zotu417	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae			0.999997614
Zotu418	Fungi	_Ascomycota	_Dothideomycetes	_Pleosporales	_Phaeosphaeriaceae	_Paraphoma	_Paraphoma_rhaphiolepidis	0.777419582
Zotu419	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_Tomentella		0.730919598
Zotu420	Fungi	_Basidiomycota	_Agaricomycetes	_Russulales	_Russulaceae	_Russula	_Russula_chloroides	0.996329186
Zotu421	Fungi	_Basidiomycota	_Tremellomycetes	_Filobasidiales	_Filobasidiaceae	_Naganishia	_Naganishia_albida	0.866223414
Zotu422	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_Mortierella_elongata	0.98980318
Zotu423	Fungi	_Ascomycota						0.737248999
Zotu424	Fungi	_Mortierellomycota	_Mortierellomycetes	_Mortierellales	_Mortierellaceae	_Mortierella	_unidentified	0.869805238
Zotu425	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_Sebacina	_unidentified	0.993691379
Zotu426	Fungi	_Ascomycota	_Leotiomycetes	_Helotiales	_Hyaloscyphaceae	_unidentified	_unidentified	0.769919742
Zotu427	Fungi	_Basidiomycota						0.74056769
Zotu428	Fungi	_Ascomycota	_Sordariomycetes	_Glomerellales	_Plectosphaerellaceae	_Verticillium	_Verticillium_leptobactrum	0.99578196
Zotu429	Fungi	_Ascomycota	_Archaeorhizomycetes	_Archaeorhizomycetales	_Archaeorhizomycetaceae	_Archaeorhizomyces	_unidentified	0.700851954
Zotu430	Fungi							1
Zotu431	Fungi	_Basidiomycota	_Agaricomycetes	_Cantharellales	_Clavulinaceae	_Membranomyces		0.702771442
Zotu432	Fungi	_Ascomycota	_Eurotiomycetes	_Chaetothyriales	_Trichomeriaceae	_Knufia	_Knufia_peltigerae	0.968701562
Zotu433	Fungi	_Basidiomycota	_Agaricomycetes	_Thelephorales	_Thelephoraceae	_Thelephora	_Thelephora_atra	0.981860997
Zotu434	Fungi	_Basidiomycota	_Tremellomycetes	_Cystofilobasidiales	_Mrakiaceae	_Tausonia	_Tausonia_pullulans	0.999999999
Zotu435	Fungi	_Basidiomycota	_Agaricomycetes	_Sebacinales	_Sebacinaceae	_Sebacina	_unidentified	0.999017051
Zotu436	Fungi	_Basidiomycota	_Agaricomycetes	_Agaricales	_Inocybaceae	_Inocybe	_unidentified	0.933040635
Zotu437	Fungi	_Basidiomycota	_Tremellomycetes	_Cystofilobasidiales	_Mrakiaceae	_Tausonia	_Tausonia_pullulans	0.999999977
